filename,cate,rules,description,problem_cnt,FP,XML_Path
InstantiationToGetClass0.java,errorprone,InstantiationToGetClass,simple failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/InstantiationToGetClass.xml
InstantiationToGetClass1.java,errorprone,InstantiationToGetClass,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/InstantiationToGetClass.xml
InstantiationToGetClass2.java,errorprone,InstantiationToGetClass,should catch param to constructor,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/InstantiationToGetClass.xml
UseEqualsToCompareStrings0.java,errorprone,UseEqualsToCompareStrings,failure case using ==,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings1.java,errorprone,UseEqualsToCompareStrings,failure case using !=,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings2.java,errorprone,UseEqualsToCompareStrings,"using equals, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings3.java,errorprone,UseEqualsToCompareStrings,"using compareto, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings4.java,errorprone,UseEqualsToCompareStrings,"using length, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings5.java,errorprone,UseEqualsToCompareStrings,#2934 false negatives with fields,8,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings6.java,errorprone,UseEqualsToCompareStrings,#2934 comparison with null is valid,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings7.java,errorprone,UseEqualsToCompareStrings,#3004 useequalstocomparestrings false positive with pmd 6.30.0,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings8.java,errorprone,UseEqualsToCompareStrings,"#2979 useequalstocomparestrings: fp with ""var"" variables",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
UseEqualsToCompareStrings9.java,errorprone,UseEqualsToCompareStrings,"#2979 useequalstocomparestrings: fp with ""var"" variables (control, types are explicit)",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/UseEqualsToCompareStrings.xml
EmptyStatementNotInLoop0.java,errorprone,EmptyStatementNotInLoop,"ok, semicolon after for",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/EmptyStatementNotInLoop.xml
EmptyStatementNotInLoop1.java,errorprone,EmptyStatementNotInLoop,"ok, semicolon after while",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/EmptyStatementNotInLoop.xml
EmptyStatementNotInLoop2.java,errorprone,EmptyStatementNotInLoop,"bad, random semicolon",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/EmptyStatementNotInLoop.xml
EmptyStatementNotInLoop3.java,errorprone,EmptyStatementNotInLoop,"bad, double semicolon",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/EmptyStatementNotInLoop.xml
EmptyStatementNotInLoop4.java,errorprone,EmptyStatementNotInLoop,"ok, nested class",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/EmptyStatementNotInLoop.xml
AssignmentToNonFinalStatic0.java,errorprone,AssignmentToNonFinalStatic,clear rule violation,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/AssignmentToNonFinalStatic.xml
AssignmentToNonFinalStatic1.java,errorprone,AssignmentToNonFinalStatic,ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/AssignmentToNonFinalStatic.xml
AssignmentToNonFinalStatic2.java,errorprone,AssignmentToNonFinalStatic,rule violated twice,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/errorprone/xml/AssignmentToNonFinalStatic.xml
AvoidUsingVolatile0.java,multithreading,AvoidUsingVolatile,basic test case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidUsingVolatile.xml
AvoidThreadGroup0.java,multithreading,AvoidThreadGroup,"bad, using new threadgroup()",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup1.java,multithreading,AvoidThreadGroup,"bad, using fully qualified java.lang.threadgroup()",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup2.java,multithreading,AvoidThreadGroup,"bad, using thread.getthreadgroup()",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup3.java,multithreading,AvoidThreadGroup,"bad, using system.getsecuritymanager().getthreadgroup()",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup4.java,multithreading,AvoidThreadGroup,threadgroup() but not java.lang.threadgroup,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup5.java,multithreading,AvoidThreadGroup,mythreadgroup() not java.lang.threadgroup,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
AvoidThreadGroup6.java,multithreading,AvoidThreadGroup,"false positive, bug #1018",0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidThreadGroup.xml
NonThreadSafeSingleton0.java,multithreading,NonThreadSafeSingleton,failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton1.java,multithreading,NonThreadSafeSingleton,"ok, method is synchronized",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton2.java,multithreading,NonThreadSafeSingleton,"ok, in synchronized block",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton3.java,multithreading,NonThreadSafeSingleton,"ok, in returning non-static data",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton4.java,multithreading,NonThreadSafeSingleton,"failure case, two if statements",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton5.java,multithreading,NonThreadSafeSingleton,"failure case, compound if statement",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton6.java,multithreading,NonThreadSafeSingleton,failure case 2,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton7.java,multithreading,NonThreadSafeSingleton,from defect 1573591,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
NonThreadSafeSingleton8.java,multithreading,NonThreadSafeSingleton,#997 rule nonthreadsafesingleton gives analysis problem,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/NonThreadSafeSingleton.xml
DoubleCheckedLocking0.java,multithreading,DoubleCheckedLocking,simple ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking1.java,multithreading,DoubleCheckedLocking,simple failure,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking2.java,multithreading,DoubleCheckedLocking,skip interfaces,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking3.java,multithreading,DoubleCheckedLocking,generics,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking4.java,multithreading,DoubleCheckedLocking,inversed null check see bug 2835074 false -: doublecheckedlocking with reversed null check (1),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking5.java,multithreading,DoubleCheckedLocking,inversed null check see bug 2835074 false -: doublecheckedlocking with reversed null check (2),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking6.java,multithreading,DoubleCheckedLocking,use of volatile keyword see #884 false +: doublecheckedlocking warning with volatile field,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoubleCheckedLocking7.java,multithreading,DoubleCheckedLocking,#1471 false positives for doublecheckedlocking,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoubleCheckedLocking.xml
DoNotUseThreads0.java,multithreading,DoNotUseThreads,having thread in a type name is doubtfull but allowed,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads1.java,multithreading,DoNotUseThreads,extending threads is not allowed,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads2.java,multithreading,DoNotUseThreads,implementing executorservice is not allowed,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads3.java,multithreading,DoNotUseThreads,extending abstractexecutorservice is not allowed,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads4.java,multithreading,DoNotUseThreads,using executorservice is not allowed,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads5.java,multithreading,DoNotUseThreads,using executors directly is not allowed,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads6.java,multithreading,DoNotUseThreads,implementing runnable is not forbidden see https://github.com/pmd/pmd/issues/1627,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
DoNotUseThreads7.java,multithreading,DoNotUseThreads,use of runnable is also not forbidden see https://github.com/pmd/pmd/issues/1627,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DoNotUseThreads.xml
UseConcurrentHashMap0.java,multithreading,UseConcurrentHashMap,basic use case,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseConcurrentHashMap.xml
UseConcurrentHashMap1.java,multithreading,UseConcurrentHashMap,#1034 useconcurrenthashmap flags calls to methods that return map,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseConcurrentHashMap.xml
UseConcurrentHashMap2.java,multithreading,UseConcurrentHashMap,#1342 useconcurrenthashmap false positive (with documentation example),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseConcurrentHashMap.xml
DontCallThreadRun0.java,multithreading,DontCallThreadRun,basic use case - calls to run(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DontCallThreadRun.xml
DontCallThreadRun1.java,multithreading,DontCallThreadRun,basic use case - call to thread().run(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DontCallThreadRun.xml
DontCallThreadRun2.java,multithreading,DontCallThreadRun,#565 - inheritance use case - call to thread().run(),1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/DontCallThreadRun.xml
AvoidSynchronizedAtMethodLevel0.java,multithreading,AvoidSynchronizedAtMethodLevel,test1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidSynchronizedAtMethodLevel.xml
AvoidSynchronizedAtMethodLevel1.java,multithreading,AvoidSynchronizedAtMethodLevel,test2,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidSynchronizedAtMethodLevel.xml
AvoidSynchronizedAtMethodLevel2.java,multithreading,AvoidSynchronizedAtMethodLevel,#991 avoidsynchronizedatmethodlevel for static methods - bad case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidSynchronizedAtMethodLevel.xml
AvoidSynchronizedAtMethodLevel3.java,multithreading,AvoidSynchronizedAtMethodLevel,#991 avoidsynchronizedatmethodlevel for static methods - good case,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/AvoidSynchronizedAtMethodLevel.xml
UseNotifyAllInsteadOfNotify0.java,multithreading,UseNotifyAllInsteadOfNotify,test1,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify1.java,multithreading,UseNotifyAllInsteadOfNotify,test2,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify2.java,multithreading,UseNotifyAllInsteadOfNotify,test3,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify3.java,multithreading,UseNotifyAllInsteadOfNotify,test4,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify4.java,multithreading,UseNotifyAllInsteadOfNotify,test5,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify5.java,multithreading,UseNotifyAllInsteadOfNotify,notify() with params is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UseNotifyAllInsteadOfNotify6.java,multithreading,UseNotifyAllInsteadOfNotify,#1438 usenotifyallinsteadofnotify gives false positive,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UseNotifyAllInsteadOfNotify.xml
UnsynchronizedStaticFormatter0.java,multithreading,UnsynchronizedStaticFormatter,format called from non-synchronized block,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter1.java,multithreading,UnsynchronizedStaticFormatter,"2, no call to format",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter2.java,multithreading,UnsynchronizedStaticFormatter,"3, inside synchronized, not ok",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter3.java,multithreading,UnsynchronizedStaticFormatter,"4, inside synchronized, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter4.java,multithreading,UnsynchronizedStaticFormatter,"5, use dateformat, not ok",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter5.java,multithreading,UnsynchronizedStaticFormatter,"5a, use dateformat, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter6.java,multithreading,UnsynchronizedStaticFormatter,"6, use dateformat, fail",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter7.java,multithreading,UnsynchronizedStaticFormatter,#940 false positive on unsynchronizedstaticdateformatter,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter8.java,multithreading,UnsynchronizedStaticFormatter,numberformatters should be detected,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter9.java,multithreading,UnsynchronizedStaticFormatter,messageformatters should be detected,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter10.java,multithreading,UnsynchronizedStaticFormatter,#1633 [java] unsynchronizedstaticformatter reports commons lang fastdateformat,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter11.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, not ok",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter12.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, also not ok",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter13.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, ok if allowmethodlevelsynchronization",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter14.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, not ok if allowmethodlevelsynchronization",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter15.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter16.java,multithreading,UnsynchronizedStaticFormatter,"#1815 static synchronized, not ok",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
UnsynchronizedStaticFormatter17.java,multithreading,UnsynchronizedStaticFormatter,#1903 - block synch is valid even with allowmethodlevelsynchronization,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/multithreading/xml/UnsynchronizedStaticFormatter.xml
AvoidArrayLoops0.java,performance,AvoidArrayLoops,copy index into array,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops1.java,performance,AvoidArrayLoops,copy one array to another,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops2.java,performance,AvoidArrayLoops,copy via while loop,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops3.java,performance,AvoidArrayLoops,copy involving multiple arrays is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops4.java,performance,AvoidArrayLoops,copy involving method invocation on array element is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops5.java,performance,AvoidArrayLoops,"using an offset, still bad",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops6.java,performance,AvoidArrayLoops,"nested arrays on lhs, ok",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
AvoidArrayLoops7.java,performance,AvoidArrayLoops,adding to array is ok,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/AvoidArrayLoops.xml
UseStringBufferForStringAppends0.java,performance,UseStringBufferForStringAppends,failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends1.java,performance,UseStringBufferForStringAppends,concat inside method call,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends2.java,performance,UseStringBufferForStringAppends,startswith,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends3.java,performance,UseStringBufferForStringAppends,"compound append, should only report 1 failure",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends4.java,performance,UseStringBufferForStringAppends,"failure case, constructor",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends5.java,performance,UseStringBufferForStringAppends,static failure case,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends6.java,performance,UseStringBufferForStringAppends,reference self inside for loop,2,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends7.java,performance,UseStringBufferForStringAppends,false positive bug #2002722,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends8.java,performance,UseStringBufferForStringAppends,"false positive bug #2002722, different bug in comment section",0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends9.java,performance,UseStringBufferForStringAppends,#1340 usestringbufferforstringappends false positive with ternary operator (used in condition) ,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends10.java,performance,UseStringBufferForStringAppends,#1340 usestringbufferforstringappends false positive with ternary operator (used both in condition and options),0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends11.java,performance,UseStringBufferForStringAppends,#222 false positive when inverting ternary expression arguments,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends12.java,performance,UseStringBufferForStringAppends,violation: concat to string in for/while loop,5,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends13.java,performance,UseStringBufferForStringAppends,no violation: add numbers in loop,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends14.java,performance,UseStringBufferForStringAppends,no violation: concat in append in loops is caught by other rule inefficientstringbuffering,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends15.java,performance,UseStringBufferForStringAppends,no violation: proper append in loop,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends16.java,performance,UseStringBufferForStringAppends,violation: various concats in loop,5,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends17.java,performance,UseStringBufferForStringAppends,no violation: various concats in loop which do not aggregate,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends18.java,performance,UseStringBufferForStringAppends,violation: concat to string in do-loop,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends19.java,performance,UseStringBufferForStringAppends,violation: concat to string field in loop,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends20.java,performance,UseStringBufferForStringAppends,false positive with not accumulating string,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends21.java,performance,UseStringBufferForStringAppends,false positives with field assignment and shadowing parameters,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
UseStringBufferForStringAppends22.java,performance,UseStringBufferForStringAppends,[java] usestringbufferforstringappends: false positive if only one concatenation #1736,0,true,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/UseStringBufferForStringAppends.xml
InefficientStringBuffering0.java,performance,InefficientStringBuffering,concatenating a literal to a method return value,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering1.java,performance,InefficientStringBuffering,"same as test1, but in sb constructor",1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering2.java,performance,InefficientStringBuffering,chained appends,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering3.java,performance,InefficientStringBuffering,concatenating two literals in sb constructor,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering4.java,performance,InefficientStringBuffering,concatenating two literals post-construction,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering5.java,performance,InefficientStringBuffering,"case where concatenation is not a child of a blockstatement, but instead is a child of an explicitconstructorinvocation",0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering6.java,performance,InefficientStringBuffering,don't error out on array instantiation,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering7.java,performance,InefficientStringBuffering,usage of the stringbuffer constructor that takes an int,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering8.java,performance,InefficientStringBuffering,nested,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering9.java,performance,InefficientStringBuffering,looking up too high,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering10.java,performance,InefficientStringBuffering,looking too deep,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering11.java,performance,InefficientStringBuffering,concatenating two non-literals,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering12.java,performance,InefficientStringBuffering,concatenating method + int,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering13.java,performance,InefficientStringBuffering,jtextarea.append,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering14.java,performance,InefficientStringBuffering,don't get thrown off by a buried literal,1,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
InefficientStringBuffering15.java,performance,InefficientStringBuffering,sb.delete shouldn't trigger it,0,false,/home/vanguard/projects/SAMutator/scripts/xml_folder/performance/xml/InefficientStringBuffering.xml
